DATE,q.in,ec.in,t.in,q.HOL,q.RFD,q.FLS,q.RFR,q.TIM,q.FLY,q.CAN,q.CON,q.HRC,q.WTP,q.out,ec.out,t.out,da.0,da.1,dc.0,dc.1,dd.0,dd.1,de.0,de.1,p,et
9/27/2004,170,1.17,17.6,0,50.51,NA,24.38,24,164.31,1.3,39.84,2.8,NA,19,3.36,19.9,0.76,0.75,0.59,0.6,0.02,0.12,0.55,0.55,0.04,0.13
9/28/2004,151,1.22,16.4,0,50.26,NA,24.27,26,164.28,1.4,50.53,3,NA,19,3.25,18.15,0.7,0.76,0.56,0.59,0.03,0.02,0.55,0.55,0,0.17
9/29/2004,167,1.21,17.2,0,50.51,NA,24.39,26,160.2,1.5,45.69,2.9,NA,18,3.23,18.75,0.75,0.7,0.53,0.56,NA,0.03,0.53,0.55,0,0.21
9/30/2004,195,1.18,17.1,0,51.15,NA,25.05,25,162.25,1.2,29.95,2.9,NA,18,3.24,18.4,0.82,0.75,0.59,0.53,NA,NA,0.53,0.53,0.04,0.06
10/1/2004,205,1.19,13.6,0,53.4,NA,26.97,25,161.89,1.1,41.56,2.8,NA,17,3.49,11.7,0.85,0.82,0.65,0.59,0.08,NA,0.51,0.53,0,0.14
10/2/2004,212,1.18,14.5,0,53.2,NA,26.88,25,163.17,1.1,46.34,2.9,NA,16,3.38,14.95,0.87,0.85,0.67,0.65,0.14,0.08,0.49,0.51,0,0.2
10/3/2004,213,1.05,15.5,0,53.22,NA,26.78,25,163.92,1.1,47.21,2.9,NA,16,3.35,16.2,0.88,0.87,0.68,0.67,0.12,0.14,0.49,0.49,0,0.14
10/4/2004,243,NA,16.3,0,53.21,NA,26.79,27,184.21,7.5,42.13,3,NA,16,3.25,18.25,0.95,0.88,0.68,0.68,0.09,0.12,0.49,0.49,0,0.1
10/5/2004,269,NA,14.8,0,53.28,NA,26.62,77,235.77,5.2,47.64,3,NA,17,3.22,15.6,1.01,0.95,0.76,0.68,0.25,0.09,0.51,0.49,0,0.15
10/6/2004,193,NA,15,0,53.2,NA,26.59,39,221.74,8.3,47.45,3,NA,19,3.12,17.5,0.83,1.01,0.7,0.76,0.36,0.25,0.55,0.51,0,0.2
10/7/2004,179,0.875,16.2,0,53.07,NA,26.24,34,163.17,4.1,49.41,3,NA,26,2.28,17.55,0.8,0.83,0.64,0.7,0.41,0.36,0.67,0.55,0,0.19
10/8/2004,183,0.873,15.6,0,53.28,NA,26.25,35,163.29,5.1,49.6,2.8,NA,26,2.21,17.05,0.81,0.8,0.63,0.64,0.38,0.41,0.67,0.67,0,0.19
10/9/2004,164,0.948,13.9,0,53.11,NA,26.06,37,162.92,8.1,49.69,3,NA,26,2.2,15.35,0.76,0.81,0.63,0.63,0.39,0.38,0.67,0.67,0,0.19
10/10/2004,185,1.06,14,0,53.32,NA,26.21,33,163.3,4.3,50.08,2.9,NA,26,2.21,15.85,0.81,0.76,0.69,0.63,0.3,0.39,0.67,0.67,0,0.06
10/11/2004,188,1.07,13.7,0,53.09,NA,26.31,28,163.04,7.3,52.49,3.1,NA,23,2.34,13.7,0.82,0.81,0.72,0.69,0.37,0.3,0.62,0.67,0,0.12
10/12/2004,196,1.06,13.7,0,53.02,NA,26.12,27,163.11,3.9,51.04,3.1,NA,25,2.23,15.75,0.84,0.82,0.73,0.72,0.37,0.37,0.65,0.62,0.24,0.12
10/13/2004,198,1.07,12.2,0,52.74,NA,26.12,28,163.33,2.5,50.19,3.1,NA,25,2.18,12.15,0.85,0.84,0.73,0.73,0.43,0.37,0.65,0.65,0,0.13
10/14/2004,187,1.11,10.1,0,52.81,NA,25.91,39,163.4,2.3,50.19,3.1,NA,28,2.1,10.9,0.82,0.85,0.72,0.73,0.43,0.43,0.7,0.65,0,0.15
10/15/2004,166,1.12,11.9,0,52.68,NA,25.69,51,162.1,2.1,49.64,3.1,NA,30,2.1,13.85,0.75,0.82,0.71,0.72,0.46,0.43,0.72,0.7,0,0.21
10/16/2004,178,1.09,13.5,0,52.86,NA,26.13,50,162.81,1.8,49.48,3.1,NA,31,2.1,15.15,0.78,0.75,0.71,0.71,0.34,0.46,0.74,0.72,0,0.23
10/17/2004,172,1.04,12.5,0,52.88,NA,26.26,45,163.23,1.7,48.56,3.1,NA,28,2.19,13.75,0.77,0.78,0.73,0.71,0.33,0.34,0.7,0.74,0,0.22
10/18/2004,195,1.02,12.4,0,52.97,NA,26.46,46,163.76,1.8,49.03,3.1,NA,27,2.22,14.2,0.82,0.77,0.69,0.73,0.32,0.33,0.68,0.7,0,0.13
10/19/2004,194,1.02,12.7,0,53.2,NA,26.69,39,165.75,1.8,48.83,3.1,NA,26,2.22,14.8,0.82,0.82,0.72,0.69,0.37,0.32,0.67,0.68,0,0.18
10/20/2004,173,1.04,13.3,0,53.15,NA,26.32,42,165.36,3.2,50.99,3.1,NA,27,2.21,15.5,0.77,0.82,0.67,0.72,0.51,0.37,0.68,0.67,0,0.31
10/21/2004,162,1.08,12.9,0,53.28,NA,26.21,34,165.57,4.9,53.31,3.1,NA,31,1.97,15.4,0.74,0.77,0.61,0.67,0.41,0.51,0.74,0.68,0,0.3
10/22/2004,162,1.09,11.7,0,53.2,NA,26.08,31,163.99,1.5,50.95,3.1,NA,27,2.09,13.55,0.74,0.74,0.61,0.61,0.32,0.41,0.68,0.74,0,0.22
10/23/2004,190,1.07,9.82,0,53.37,NA,26.73,40,162.91,6.2,43.09,3,NA,25,2.35,12.7,0.81,0.74,0.64,0.61,0.36,0.32,0.65,0.68,0,0.21
10/24/2004,173,1.07,9.83,0,53.19,NA,26.45,47,161.68,24,47.39,3,NA,40,2.14,12.45,0.77,0.81,0.71,0.64,0.61,0.36,0.85,0.65,0,0.1
10/25/2004,147,1.05,10.1,0,53.04,NA,26.67,56,162.58,19,50.9,3,NA,73,1.97,11.05,0.7,0.77,0.65,0.71,0.6,0.61,1.14,0.85,0,0.15
10/26/2004,152,1.06,11,0,53.05,NA,26.07,60,166.36,17,49.6,2.9,NA,91,1.88,12.6,0.72,0.7,0.62,0.65,0.53,0.6,1.25,1.14,0,0.2
10/27/2004,124,1.07,13,0,53.01,NA,26.93,62,165.74,12,49.57,2.9,NA,87,2.01,14.8,0.64,0.72,0.63,0.62,0.55,0.53,1.23,1.25,0,0.31
10/28/2004,74,1.06,13.5,0,53.02,NA,27.05,62,164.54,5.2,50.17,2.9,NA,86,2.06,15.65,0.47,0.64,0.61,0.63,0.43,0.55,1.22,1.23,0,0.29
10/29/2004,67,1.08,10.8,0,53.43,NA,27.08,65,160.43,13,46.92,2.9,NA,69,2.23,12.7,0.46,0.47,0.55,0.61,0.29,0.43,1.11,1.22,0,0.16
10/30/2004,93,1.04,8.86,0,53.31,NA,27.31,67,164.05,15,40.88,2.9,NA,53,2.44,11,0.54,0.46,0.58,0.55,0.24,0.29,0.98,1.11,0,0.15
10/31/2004,98,1.03,8.65,0,45.31,NA,20.78,71,163.57,9,47.85,2.9,NA,46,2.56,11.1,0.57,0.54,0.63,0.58,0.41,0.24,0.91,0.98,0,0.12
11/1/2004,108,1.04,5.24,0,27.38,NA,0,74,196.74,14,21.07,4.2,NA,66,2.36,6.4,0.6,0.57,0.64,0.63,0.3,0.41,1.08,0.91,0,0.13
11/2/2004,106,1.05,3.85,0,25.53,NA,0,74,211.98,38,0,6.8,NA,86,2.16,5.65,0.59,0.6,0.61,0.64,0.3,0.3,1.22,1.08,0,0.12
11/3/2004,166,1.02,4.96,0,22.42,NA,0,72,226.34,11,6.62,3.1,NA,83,2.1,6.4,0.76,0.59,0.64,0.61,0.21,0.3,1.2,1.22,0,0.1
11/4/2004,212,0.999,7.04,0,22.43,NA,0,73,259.31,20,38.51,3.1,NA,64,2.19,9.1,0.88,0.76,0.73,0.64,0.24,0.21,1.07,1.2,0.03,0.18
11/5/2004,262,0.982,7.44,0.608,22.4,NA,0,74,283.66,19,53.4,3.1,NA,38,2.73,9.9,1,0.88,0.78,0.73,0.23,0.24,0.82,1.07,0,0.17
11/6/2004,274,0.992,7.94,1.08,22.19,NA,0,76,324.88,10,53.02,3.1,NA,33,2.74,10.1,1.03,1,0.86,0.78,0.19,0.23,0.76,0.82,0,0.11
11/7/2004,265,1,8.12,1.08,22.27,NA,0,73,328.56,12,51.19,3.1,NA,30,2.78,10.1,1.01,1.03,0.83,0.86,0.17,0.19,0.72,0.76,0,0.15
11/8/2004,261,1,8.93,1.08,22.28,NA,0,73,324.99,14,48.56,3.1,NA,25,2.95,11.5,1,1.01,0.83,0.83,0.17,0.17,0.65,0.72,0,0.2
11/9/2004,258,0.978,9.69,1.08,22.19,NA,0,59,321.39,13,49.77,3.1,NA,24,2.93,12.25,0.99,1,0.81,0.83,0.16,0.17,0.64,0.65,0.09,0.09
11/10/2004,238,0.977,7.97,0.529,22.16,NA,0,90,343.51,24,16.11,3.2,NA,36,2.68,8.5,0.96,0.99,0.77,0.81,0.18,0.16,0.8,0.64,0,0.09
11/11/2004,243,0.999,6.31,0,22.02,NA,0,107,335.88,30,0,3.2,NA,62,2.15,7.7,0.97,0.96,0.78,0.77,0.2,0.18,1.05,0.8,0,0.06
11/12/2004,275,0.991,5.16,0,22.09,NA,0,94,351.1,8.6,0,3.2,NA,68,2.15,6,1.04,0.97,0.84,0.78,0.11,0.2,1.1,1.05,0.19,0.02
11/13/2004,254,0.984,4.69,0,22.2,NA,0,93,363.08,22,0,3.3,NA,65,2.23,4.75,0.99,1.04,0.82,0.84,0.16,0.11,1.08,1.1,0.08,0.03
11/14/2004,327,0.987,5.02,0,22.15,NA,0,112,375.31,19,0,3.3,NA,67,2.26,5.35,1.14,0.99,0.86,0.82,0.14,0.16,1.09,1.08,0,0.05
11/15/2004,574,1.05,6.85,0,10,NA,0,98,0,23,0,3.4,NA,80,2.21,6.95,1.58,1.14,1.07,0.86,1.88,0.14,1.18,1.09,0,0.05
11/16/2004,511,1.08,7.54,0,0,NA,0,23,0,5.6,0,3.5,NA,380,1.36,5.9,1.47,1.58,1.24,1.07,2.34,1.88,2.34,1.18,0,0.05
11/17/2004,202,1.28,8.26,0,0,NA,0,15,0,4.6,0,3.5,NA,540,1.32,7.15,0.86,1.47,1.1,1.24,2.13,2.34,2.75,2.34,0,0.06
11/18/2004,143,1.39,8.79,0,0,NA,0,13,0,4.3,0,3.6,NA,406,1.4,8.1,0.72,0.86,0.88,1.1,1.45,2.13,2.4,2.75,0,0.05
11/19/2004,126,1.43,7.79,0,0,NA,0,12,0,4,0,3.8,NA,283,1.63,7.7,0.67,0.72,0.83,0.88,1.24,1.45,2.05,2.4,0.01,0.01
11/20/2004,119,1.48,5.26,0,0,NA,0,12,0,3.9,0,3.5,NA,253,1.77,5.55,0.65,0.67,0.8,0.83,1.12,1.24,1.95,2.05,0.2,0.02
11/21/2004,126,1.47,4.81,0,0,NA,0,12,0,3.6,0,3.6,NA,235,1.82,4.7,0.67,0.65,0.77,0.8,1.06,1.12,1.87,1.95,0,0.07
11/22/2004,118,1.5,6.62,0,0,NA,0,12,0,3.5,0,3.7,NA,222,1.89,6.2,0.65,0.67,0.74,0.77,1.05,1.06,1.81,1.87,0,0.02
11/23/2004,108,1.53,5.16,0,0,NA,0,11,0,3.2,0,3.7,NA,212,1.93,4.95,0.62,0.65,0.72,0.74,0.97,1.05,1.77,1.81,0,0.04
11/24/2004,95,1.56,4.94,0,0,NA,0,11,0,3.1,0,3.7,NA,201,1.99,4.75,0.58,0.62,0.7,0.72,0.89,0.97,1.74,1.77,0,0.08
11/25/2004,85,1.58,5.55,0,0,NA,0,11,0,3.1,0,3.7,NA,195,2.03,5.05,0.55,0.58,0.68,0.7,0.88,0.89,1.72,1.74,0,0.1
11/26/2004,81,1.57,6.26,0,0,NA,0,10,0,3.2,0,3.7,NA,193,NA,6.25,0.54,0.55,0.67,0.68,0.87,0.88,1.71,1.72,0,0.07
11/27/2004,82,1.59,4.31,0,0,NA,0,10,0,2.9,0,3.6,NA,187,2.07,4.8,0.54,0.54,0.66,0.67,0.84,0.87,1.69,1.71,0,0.03
11/28/2004,85,1.62,3.2,0,0,NA,0,10,0,2.6,0,3.6,NA,183,2.09,3.45,0.55,0.54,0.66,0.66,0.82,0.84,1.68,1.69,0,0.03
11/29/2004,85,1.63,1.82,0,0,NA,0,9.8,0,2.4,0,3.5,NA,176,2.08,1.6,0.55,0.55,0.67,0.66,0.8,0.82,1.65,1.68,0,0.05
11/30/2004,75,1.56,0.038,0,0,NA,0,9.6,0,2.2,0,3.6,NA,174,2.1,0.95,0.54,0.55,0.7,0.67,0.85,0.8,1.64,1.65,0,0.05
12/1/2004,76,1.66,0.7,0,0,NA,0,9.5,NA,2,NA,3.5,NA,170,2.15,1.05,0.56,0.54,0.66,0.7,0.76,0.85,1.63,1.64,0,0
12/2/2004,75,1.66,0.969,0,0,NA,0,9.4,NA,1.9,NA,3.5,NA,168,2.14,1.15,0.53,0.56,0.63,0.66,0.78,0.76,1.62,1.63,0,0.08
12/3/2004,74,1.71,1.11,0,0,NA,0,9.8,NA,1.9,NA,3.5,NA,166,2.14,1.35,0.52,0.53,0.62,0.63,0.76,0.78,1.61,1.62,0,0.06
12/4/2004,73,1.71,1.74,0,0,NA,0,10,NA,1.8,NA,3.5,NA,164,2.13,1.8,0.51,0.52,0.63,0.62,0.76,0.76,1.6,1.61,0,0.1
12/5/2004,77,1.61,3.88,0,0,NA,0,10,NA,1.8,NA,3.5,NA,166,2.14,3.8,0.52,0.51,0.63,0.63,0.77,0.76,1.61,1.6,0,0.08
12/6/2004,72,1.65,3.14,0,0,NA,0,10,NA,1.8,NA,3.5,NA,165,2.14,3.5,0.51,0.52,0.61,0.63,0.77,0.77,1.61,1.61,0,0.08
12/7/2004,74,1.66,2.69,0,0,NA,0,9.9,NA,1.8,NA,3.4,NA,161,2.15,2.9,0.51,0.51,0.6,0.61,0.73,0.77,1.59,1.61,0,0.14
12/8/2004,76,1.63,4.05,0,0,NA,0,9.9,NA,1.8,NA,3.5,NA,157,2.18,4.1,0.52,0.51,0.58,0.6,0.77,0.73,1.58,1.59,0,0.11
12/9/2004,75,1.64,5.09,0,0,NA,0,9.8,NA,1.7,NA,3.4,NA,158,2.16,4.65,0.52,0.52,0.58,0.58,0.78,0.77,1.58,1.58,0,0.08
12/10/2004,78,1.65,4.55,0,0,NA,0,9.5,NA,1.6,NA,3.4,NA,155,2.16,4.95,0.53,0.52,0.57,0.58,0.77,0.78,1.57,1.58,0,0.17
12/11/2004,81,1.63,5.84,0,0,NA,0,10,NA,1.5,NA,3.5,NA,155,2.16,5.4,0.54,0.53,0.59,0.57,0.78,0.77,1.57,1.57,0,0.09
12/12/2004,75,1.63,6.41,0,0,NA,0,12,NA,1.4,NA,3.3,NA,157,2.16,6.6,0.53,0.54,0.62,0.59,0.8,0.78,1.58,1.57,0,0.03
12/13/2004,72,1.64,4.81,0,0,NA,0,12,NA,1.3,NA,3.3,NA,156,2.15,5.75,0.53,0.53,0.62,0.62,0.78,0.8,1.57,1.58,0,0.04
12/14/2004,75,1.65,3.26,0,0,NA,0,11,NA,1.4,NA,3.3,NA,158,2.15,4.6,0.55,0.53,0.63,0.62,0.78,0.78,1.58,1.57,0,0.08
12/15/2004,71,1.65,3.41,0,0,NA,0,11,NA,1.4,NA,3.3,NA,160,2.16,3.8,0.54,0.55,0.62,0.63,0.79,0.78,1.59,1.58,0,0.07
12/16/2004,67,1.64,4.85,0,0,NA,0,9.8,NA,1.4,NA,3.3,NA,158,2.17,4.85,0.54,0.54,0.63,0.62,0.8,0.79,1.58,1.59,0,0.05
12/17/2004,64,1.67,2.75,0,0,NA,0,9.4,NA,1.3,NA,3.3,NA,156,2.15,3.3,0.53,0.54,0.64,0.63,0.81,0.8,1.57,1.58,0,0.05
12/18/2004,63,1.64,2.93,0,0,NA,0,9.3,NA,1.3,NA,3.3,NA,155,2.14,3.5,0.54,0.53,0.65,0.64,0.8,0.81,1.57,1.57,0,0.09
12/19/2004,67,1.65,2.69,0,0,NA,0,8.9,NA,1.3,NA,3.3,NA,155,2.13,3,0.56,0.54,0.67,0.65,0.81,0.8,1.57,1.57,0,0.28
12/20/2004,65,1.63,3.71,0,0,NA,0,8.9,NA,1.4,NA,3.3,NA,156,2.12,3.95,0.56,0.56,0.67,0.67,0.82,0.81,1.57,1.57,0,0.1
12/21/2004,58,1.67,1.9,0,0,NA,0,8.5,NA,1.3,NA,3.3,NA,151,2.12,3.1,0.55,0.56,0.66,0.67,0.8,0.82,1.55,1.57,0.01,0.01
12/22/2004,55,1.64,1.08,0,0,NA,0,9.1,NA,1.3,NA,3.3,NA,150,NA,2.6,0.59,0.55,0.67,0.66,0.79,0.8,1.55,1.55,0,0.02
12/23/2004,50,1.7,NA,0,0,NA,0,8.7,NA,1.1,NA,3.3,NA,150,NA,0.8,0.58,0.59,0.7,0.67,0.81,0.79,1.55,1.55,0.04,0.03
12/24/2004,50,NA,NA,0,0,NA,0,8.9,NA,0.9,NA,3.3,NA,114,NA,0.95,0.75,0.58,0.56,0.7,0.5,0.81,1.38,1.55,0,0.05
12/25/2004,65,1.81,0.027,0,0,NA,0,9.1,NA,0.95,NA,3.4,NA,120,NA,2.1,0.77,0.75,0.6,0.56,0.54,0.5,1.41,1.38,0,0.02
12/26/2004,75,1.64,0.031,0,0,NA,0,9.3,NA,0.9,NA,3.5,NA,140,NA,1.15,0.83,0.77,0.65,0.6,0.66,0.54,1.5,1.41,0,0.04
12/27/2004,75,1.56,0.198,0,0,NA,0,9.6,NA,0.9,NA,3.6,NA,152,2.17,1.9,0.92,0.83,0.69,0.65,0.77,0.66,1.56,1.5,0,0.08
12/28/2004,80,1.51,0.935,0,0,NA,0,9.8,NA,1,NA,3.6,NA,165,2.06,2.05,0.9,0.92,0.75,0.69,0.96,0.77,1.61,1.56,0,0.11
12/29/2004,99,1.53,2.47,0,0,NA,0,9.7,NA,1,NA,3.7,NA,182,1.96,2.85,0.71,0.9,0.75,0.75,1.04,0.96,1.67,1.61,0,0.21
12/30/2004,99,1.58,4.92,0,0,NA,0,9.6,NA,1,NA,3.7,NA,193,1.91,4.9,0.65,0.71,0.66,0.75,0.99,1.04,1.71,1.67,0,0
12/31/2004,110,NA,2.66,0,0,NA,0,9.1,NA,0.96,NA,3.7,NA,184,NA,3.7,0.69,0.65,0.65,0.66,0.93,0.99,1.68,1.71,NA,NA
1/1/2005,98,1.59,2.92,0,0,NA,0,9.1,NA,0.98,NA,3.7,NA,185,2.02,3.9,0.65,0.69,0.63,0.65,0.97,0.93,1.68,1.68,0,0.02
1/2/2005,96,1.61,2.32,0,0,NA,0,8.7,NA,0.95,NA,3.7,NA,187,2.02,2.95,0.64,0.65,0.63,0.63,0.92,0.97,1.69,1.68,0,0.02
1/3/2005,93,1.61,2.38,0,0,NA,0,8.9,NA,0.94,NA,3.8,NA,187,2.03,3.25,0.63,0.64,0.64,0.63,0.9,0.92,1.69,1.69,0,0.01
1/4/2005,93,1.62,1.69,0,0,NA,0,9.2,NA,0.94,NA,3.8,NA,189,2.04,1.6,0.64,0.63,0.67,0.64,0.89,0.9,1.7,1.69,0,0.01
1/5/2005,90,1.68,NA,0,0,NA,0.008,8.9,NA,0.85,NA,3.8,NA,186,2.05,0.25,0.64,0.64,0.75,0.67,0.79,0.89,1.69,1.7,0.11,0.02
1/6/2005,55,1.44,NA,0,0,NA,0.013,8.8,NA,0.8,NA,3.7,NA,125,2.28,1.3,0.51,0.64,0.6,0.75,0.53,0.79,1.44,1.69,0,0.03
1/7/2005,50,NA,0.015,0,0,NA,0.013,8.9,NA,0.8,NA,3.8,NA,120,2.38,1.7,0.64,0.51,0.57,0.6,0.54,0.53,1.41,1.44,0,0.11
1/8/2005,45,1.67,0.01,0,0,NA,0.013,8.9,NA,0.82,NA,3.7,NA,136,2.33,2.35,0.78,0.64,0.67,0.57,0.67,0.54,1.49,1.41,0,0.19
1/9/2005,45,1.4,0.892,0,0,NA,0.013,8.9,NA,0.85,NA,3.7,NA,187,2.14,2.6,1.05,0.78,0.82,0.67,0.98,0.67,1.69,1.49,0,0.04
1/10/2005,60,1.49,2.24,0,0,NA,0.013,8.8,NA,0.88,NA,3.6,NA,220,1.96,2.55,0.76,1.05,0.78,0.82,1.36,0.98,1.8,1.69,0,0.02
1/11/2005,70,1.56,2.49,0,0,NA,0.013,8.8,NA,0.85,NA,3.7,NA,252,1.76,3.2,0.71,0.76,0.69,0.78,1.08,1.36,1.94,1.8,0,0.1
1/12/2005,80,1.59,0.502,0,0,NA,0.005,9,NA,0.85,NA,3.7,NA,232,1.93,1.7,0.72,0.71,0.69,0.69,1.02,1.08,1.86,1.94,0.09,0.02
1/13/2005,90,1.74,0.127,0,0,NA,0,8.6,NA,0.75,NA,3.7,NA,217,2.03,0.15,0.63,0.72,0.64,0.69,0.81,1.02,1.79,1.86,0,0.01
1/14/2005,75,1.73,0.171,0,0,NA,0,8.5,NA,0.7,NA,3.7,NA,180,2.14,0.45,0.58,0.63,0.58,0.64,0.72,0.81,1.66,1.79,0,0.02
1/15/2005,70,1.73,0.117,0,0,NA,0,8.4,NA,0.7,NA,3.6,NA,150,2.25,1.1,0.74,0.58,0.65,0.58,0.62,0.72,1.55,1.66,0,0.02
1/16/2005,75,NA,NA,0,0,NA,0,8.3,NA,0.7,NA,3.7,NA,140,2.24,1.5,1.01,0.74,0.65,0.65,0.63,0.62,1.5,1.55,0,0.04
1/17/2005,80,NA,NA,0,0,NA,0,8.3,NA,0.7,NA,3.8,NA,150,2.22,2.3,1.18,1.01,0.69,0.65,0.67,0.63,1.55,1.5,0,0.05
1/18/2005,90,1.58,0.692,0,0,NA,0,8.6,NA,0.75,NA,3.9,NA,165,2.15,2.1,1.18,1.18,0.76,0.69,0.81,0.67,1.61,1.55,0,0.05
1/19/2005,100,1.62,2.47,0,0,NA,0,8.6,NA,0.77,NA,3.8,NA,177,2.09,3.7,0.68,1.18,0.77,0.76,1.01,0.81,1.65,1.61,0,0.07
1/20/2005,106,1.66,4.38,0,0,NA,0,8.6,NA,0.77,NA,3.8,NA,200,1.98,4.35,0.66,0.68,0.71,0.77,1.01,1.01,1.73,1.65,0,0.12
1/21/2005,99,1.66,5.24,0,0,NA,0,8.3,NA,0.77,NA,3.8,NA,199,1.97,5.4,0.63,0.66,0.68,0.71,0.93,1.01,1.73,1.73,0,0.04
1/22/2005,88,1.67,5.04,0,0,NA,0,8.2,NA,0.73,NA,3.6,NA,192,2.06,5.55,0.6,0.63,0.67,0.68,0.91,0.93,1.71,1.73,0,0.07
1/23/2005,82,1.7,4.34,0,0,NA,0,8.1,NA,0.74,NA,3.5,NA,189,2.08,4.8,0.58,0.6,0.66,0.67,0.87,0.91,1.7,1.71,0,0.07
1/24/2005,64,1.72,5.76,0,0,NA,0.004,7.9,NA,0.75,NA,3.3,NA,188,2.11,5.8,0.52,0.58,0.63,0.66,0.85,0.87,1.69,1.7,0,0.15
1/25/2005,28,1.54,5.36,0,0,NA,0,7.8,NA,0.74,NA,2.9,NA,187,2.13,6.9,0.37,0.52,0.54,0.63,0.79,0.85,1.69,1.69,0,0.07
1/26/2005,29,1.51,5.15,0,0,NA,0,7.8,NA,0.69,NA,2.7,NA,176,NA,5.85,0.37,0.37,0.47,0.54,0.69,0.79,1.65,1.69,0,0.1
1/27/2005,31,1.61,7.19,0,0,NA,0,8,NA,0.76,NA,2.9,NA,164,NA,7.35,0.39,0.37,0.46,0.47,0.66,0.69,1.6,1.65,0.06,0.02
1/28/2005,27,1.2,5.63,0,0,NA,0,8.1,NA,0.71,NA,2.9,NA,156,2.29,5.45,0.36,0.39,0.48,0.46,0.64,0.66,1.57,1.6,0,0.05
1/29/2005,23,1.19,7.34,0,0,NA,0,8.2,NA,0.77,NA,3,NA,155,2.29,6.85,0.34,0.36,0.47,0.48,0.62,0.64,1.57,1.57,0,0.01
1/30/2005,27,1.67,5.12,0,0,NA,0,8,NA,0.73,NA,3,NA,145,2.3,5.75,0.36,0.34,0.45,0.47,0.59,0.62,1.53,1.57,0.09,0.02
1/31/2005,29,1.66,5.21,0,0,NA,0,8.1,NA,0.74,NA,3.1,NA,138,2.3,5.1,0.36,0.36,0.46,0.45,0.57,0.59,1.5,1.53,0.01,0.04
2/1/2005,28,1.69,4.93,0,0,NA,0.268,7.6,NA,0.73,NA,3.1,NA,131,2.31,4.3,0.36,0.36,0.47,0.46,0.55,0.57,1.46,1.5,0,0.1
2/2/2005,37,1.66,5.07,0,0,NA,0,7.1,NA,0.71,NA,3.1,NA,125,2.32,5.35,0.4,0.36,0.48,0.47,0.53,0.55,1.44,1.46,0,0.09
2/3/2005,34,1.66,5.57,0,0,NA,0,6.7,NA,0.71,NA,3.1,NA,123,2.33,5.6,0.39,0.4,0.5,0.48,0.55,0.53,1.43,1.44,0,0.1
2/4/2005,31,1.65,5.99,0,0,NA,0,6.6,NA,0.74,NA,3.2,NA,124,2.33,5.8,0.38,0.39,0.5,0.5,0.56,0.55,1.43,1.43,0,0.14
2/5/2005,30,1.63,6.44,0,0,NA,0,6.5,NA,0.73,NA,3.2,NA,124,2.32,6.1,0.37,0.38,0.49,0.5,0.58,0.56,1.43,1.43,0,0.07
2/6/2005,32,1.63,6.03,0,0,NA,0,6.5,NA,0.73,NA,3.2,NA,128,2.32,5.1,0.38,0.37,0.5,0.49,0.56,0.58,1.45,1.43,0,0.02
2/7/2005,35,1.62,4.79,0,0,NA,0,6.3,NA,0.73,NA,3.2,NA,123,2.31,3.35,0.39,0.38,0.5,0.5,0.54,0.56,1.43,1.45,0,0.03
2/8/2005,60,1.57,4.89,0,0,NA,0,6.3,NA,0.72,NA,3.3,NA,120,2.33,3.3,0.49,0.39,0.52,0.5,0.56,0.54,1.41,1.43,0,0.07
2/9/2005,53,1.58,5.18,0,0,NA,0,6.4,NA,0.7,NA,3.3,NA,119,2.33,3.6,0.47,0.49,0.57,0.52,0.63,0.56,1.41,1.41,0.31,0.09
2/10/2005,45,1.58,5.71,0,0,NA,0,6.2,NA,0.64,NA,3.3,NA,123,2.33,4.45,0.44,0.47,0.54,0.57,0.64,0.63,1.43,1.41,0,0.1
2/11/2005,40,1.57,7.27,0,0,NA,0,6.3,NA,0.64,NA,3.3,NA,124,2.3,5.55,0.41,0.44,0.51,0.54,0.61,0.64,1.43,1.43,0,0.08
2/12/2005,33,1.57,8.32,0,0,NA,0,6.4,NA,0.64,NA,3.4,NA,122,2.32,7.15,0.38,0.41,0.48,0.51,0.6,0.61,1.42,1.43,0,0.17
2/13/2005,36,1.56,8.46,0,0,NA,0,6.2,NA,0.66,NA,3.3,NA,118,2.33,8.8,0.4,0.38,0.45,0.48,0.58,0.6,1.4,1.42,0,0.26
2/14/2005,38,1.57,7.94,0,0,NA,0,5.9,NA,0.63,NA,3.3,NA,115,2.32,8.65,0.39,0.4,0.45,0.45,0.57,0.58,1.39,1.4,0,0.08
2/15/2005,36,1.61,7.3,0,0,NA,0,5.9,NA,0.61,NA,3.3,NA,112,2.32,7.55,0.39,0.39,0.47,0.45,0.57,0.57,1.37,1.39,0,0.04
2/16/2005,40,1.61,5.42,0,0,NA,0,6,NA,0.64,NA,3.3,NA,108,2.33,4.65,0.4,0.39,0.48,0.47,0.56,0.57,1.35,1.37,0.01,0.09
2/17/2005,39,1.58,7.03,0,0,NA,0,6.1,NA,0.63,NA,3.4,NA,107,2.33,6.05,0.4,0.4,0.49,0.48,0.55,0.56,1.34,1.35,0,0.07
2/18/2005,44,1.58,6.39,0,0,NA,0,6,NA,0.66,NA,3.4,NA,108,2.33,5.3,0.41,0.4,0.48,0.49,0.55,0.55,1.35,1.34,0,0.23
