date,q.arkrocco,h.arkrocco,p.arkrocco
4/11/2008,314,1.96,0
4/12/2008,395,2.08,0
4/13/2008,398,2.09,0
4/14/2008,364,2.04,0
4/15/2008,258,1.86,0
4/16/2008,310,1.95,0
4/17/2008,401,2.09,0
4/18/2008,453,2.18,0
4/19/2008,448,2.18,0
4/20/2008,434,2.15,0
4/21/2008,445,2.17,0
4/22/2008,462,2.2,0
4/23/2008,471,2.21,0
4/24/2008,472,2.21,0
4/25/2008,469,2.21,0
4/26/2008,340,2.01,0
4/27/2008,320,1.98,0
4/28/2008,334,2,0
4/29/2008,354,2.03,0
4/30/2008,356,2.03,0
5/1/2008,305,1.95,0
5/2/2008,278,1.9,0
5/3/2008,211,1.77,0
5/4/2008,209,1.76,0
5/5/2008,184,1.7,0
5/6/2008,151,1.61,0
5/7/2008,129,1.55,0
5/8/2008,259,1.81,0
5/9/2008,551,2.33,0
5/10/2008,729,2.49,0
5/11/2008,962,2.74,0
5/12/2008,1080,2.87,0
5/13/2008,918,2.7,0
5/14/2008,887,2.66,0
5/15/2008,888,2.66,0
5/16/2008,862,2.64,0
5/17/2008,806,2.58,0
5/18/2008,739,2.5,0
5/19/2008,481,2.17,0
5/20/2008,410,2.06,0
5/21/2008,793,2.56,0
5/22/2008,1220,2.98,0
5/23/2008,1460,3.18,0
5/24/2008,1440,3.17,0
5/25/2008,1440,3.17,0
5/26/2008,1450,3.18,0
5/27/2008,1320,3.07,0
5/28/2008,1220,2.98,0
5/29/2008,1020,2.8,0
5/30/2008,939,2.72,0
5/31/2008,1280,3.04,0
6/1/2008,1590,3.29,0
6/2/2008,1420,3.15,0
6/3/2008,1340,3.08,0
6/4/2008,1380,3.09,0
6/5/2008,1930,3.51,0
6/6/2008,2230,3.69,0
6/7/2008,2010,3.56,0
6/8/2008,1680,3.34,0
6/9/2008,1160,2.92,0
6/10/2008,1400,3.11,0
6/11/2008,1950,3.52,0
6/12/2008,1580,3.27,0
6/13/2008,1490,3.21,0
6/14/2008,1540,3.25,0
6/15/2008,1420,3.15,0
6/16/2008,1320,3.07,0
6/17/2008,1400,3.13,0
6/18/2008,1740,3.38,0
6/19/2008,2310,3.75,0
6/20/2008,2070,3.61,0
6/21/2008,1840,3.45,0
6/22/2008,2120,3.63,0
6/23/2008,2350,3.77,0
6/24/2008,2160,3.65,0
6/25/2008,1830,3.45,0
6/26/2008,1960,3.52,0
6/27/2008,1470,3.19,0
6/28/2008,1110,2.89,0
6/29/2008,1530,3.23,0
6/30/2008,1780,3.42,0
7/1/2008,1850,3.46,0
7/2/2008,1960,3.53,0
7/3/2008,2280,3.73,0
7/4/2008,2170,3.66,0
7/5/2008,1550,3.24,0
7/6/2008,1760,3.4,0
7/7/2008,1670,3.34,0
7/8/2008,1500,3.2,0
7/9/2008,1760,3.4,0
7/10/2008,1750,3.47,0
7/11/2008,1490,3.42,0
7/12/2008,1330,3.29,0
7/13/2008,1310,3.26,0
7/14/2008,1210,3.19,0
7/15/2008,1180,3.16,0
7/16/2008,1770,3.63,0
7/17/2008,1910,3.72,0
7/18/2008,1620,3.52,0
7/19/2008,1460,3.4,0.02
7/20/2008,1080,3.07,0.02
7/21/2008,588,2.54,0.02
7/22/2008,601,2.56,0.02
7/23/2008,661,2.63,0.02
7/24/2008,644,2.61,0.02
7/25/2008,697,2.67,0.04
7/26/2008,784,2.76,0.04
7/27/2008,871,2.86,0.04
7/28/2008,746,2.72,0.06
7/29/2008,756,2.73,0.16
7/30/2008,736,2.71,0.16
7/31/2008,669,2.64,0.16
8/1/2008,539,2.46,0.16
8/2/2008,540,2.38,0.16
8/3/2008,579,2.33,0.16
8/4/2008,561,2.3,0.16
8/5/2008,467,2.16,0.16
8/6/2008,434,2.1,0.17
8/7/2008,400,2.05,0.2
8/8/2008,697,2.47,0.23
8/9/2008,982,2.78,0.23
8/10/2008,984,2.78,0.34
8/11/2008,1090,2.87,0.35
8/12/2008,1170,2.95,0.48
8/13/2008,1010,2.8,1.5
8/14/2008,841,2.62,1.53
8/15/2008,770,2.55,1.81
8/16/2008,1030,2.82,2.29
8/17/2008,1290,3.05,2.48
8/18/2008,1860,3.44,2.55
8/19/2008,949,2.73,2.65
8/20/2008,875,2.66,2.65
8/21/2008,879,2.66,2.65
8/22/2008,757,2.53,2.65
8/23/2008,551,2.29,2.7
8/24/2008,941,2.73,2.95
8/25/2008,830,2.61,2.95
8/26/2008,728,2.5,2.95
8/27/2008,460,2.15,2.95
8/28/2008,329,1.94,2.95
8/29/2008,356,1.96,3.05
8/30/2008,410,1.99,4.08
8/31/2008,302,1.82,4.08
9/1/2008,256,1.73,4.08
9/2/2008,201,1.61,4.08
9/3/2008,177,1.55,4.08
9/4/2008,193,1.59,4.08
9/5/2008,243,1.71,4.08
9/6/2008,234,1.69,4.08
9/7/2008,186,1.58,4.08
9/8/2008,166,1.52,4.08
9/9/2008,163,1.51,4.08
9/10/2008,149,1.47,4.08
9/11/2008,126,1.41,4.08
9/12/2008,106,1.34,4.08
9/13/2008,262,1.59,4.13
9/14/2008,717,2.35,4.13
9/15/2008,346,1.89,4.24
9/16/2008,293,1.8,4.24
9/17/2008,231,1.68,4.24
9/18/2008,175,1.54,4.24
9/19/2008,114,1.4,4.24
9/20/2008,73.7,1.28,4.24
9/21/2008,61.2,1.22,4.25
9/22/2008,79,1.3,4.26
9/23/2008,99.9,1.38,4.26
9/24/2008,112,1.42,4.26
9/25/2008,105,1.4,4.28
9/26/2008,68.3,1.26,4.3
9/27/2008,65.2,1.24,4.3
9/28/2008,63.1,1.24,4.3
9/29/2008,69.2,1.26,4.3
9/30/2008,69.3,1.26,4.3
10/1/2008,87.1,1.33,4.3
10/2/2008,87.3,1.33,4.3
10/3/2008,82.7,1.32,4.3
10/4/2008,78.3,1.3,4.3
10/5/2008,79.4,1.3,4.3
10/6/2008,80,1.31,4.38
10/7/2008,73.3,1.28,4.39
10/8/2008,84,1.32,3.16
10/9/2008,78.3,1.3,0
10/10/2008,76.8,1.28,0
10/11/2008,107,1.36,0.31
10/12/2008,172,1.57,1.1
10/13/2008,148,1.5,1.1
10/14/2008,141,1.48,1.23
10/15/2008,176,1.58,1.35
10/16/2008,200,1.64,1.35
10/17/2008,171,1.57,1.35
10/18/2008,155,1.52,1.35
10/19/2008,138,1.47,1.35
10/20/2008,122,1.42,1.36
10/21/2008,127,1.44,1.41
10/22/2008,156,1.52,1.56
10/23/2008,165,1.55,1.56
10/24/2008,174,1.57,1.56
10/25/2008,209,1.66,1.56
10/26/2008,226,1.7,1.56
10/27/2008,205,1.65,1.56
10/28/2008,183,1.6,1.56
10/29/2008,173,1.57,1.56
10/30/2008,191,1.62,1.56
10/31/2008,202,1.64,1.56
11/1/2008,214,1.67,1.56
11/2/2008,221,1.69,1.56
11/3/2008,210,1.66,1.56
11/4/2008,196,1.63,1.56
11/5/2008,194,1.63,1.56
11/6/2008,210,1.66,1.56
11/7/2008,217,1.67,1.56
11/8/2008,235,1.71,1.56
11/9/2008,236,1.71,1.56
11/10/2008,242,1.73,1.6
11/11/2008,291,1.82,1.68
11/12/2008,361,1.93,1.68
11/13/2008,431,2.04,1.68
11/14/2008,435,2.05,1.68
11/15/2008,156,1.47,1.68
11/16/2008,74,1.24,1.68
11/17/2008,69.4,1.22,1.68
11/18/2008,70.8,1.23,1.68
11/19/2008,71.5,1.23,1.68
11/20/2008,72.8,1.24,1.68
11/21/2008,75.2,1.25,1.68
11/22/2008,71.8,1.23,1.68
11/23/2008,72.1,1.23,1.68
11/24/2008,71.2,1.23,1.68
11/25/2008,71.6,1.23,1.68
11/26/2008,51.5,1.23,1.68
11/27/2008,39.4,1.22,1.68
11/28/2008,38.2,1.21,1.69
11/29/2008,35.4,1.2,1.72
11/30/2008,34.3,1.19,1.72
12/1/2008,34.3,1.19,1.72
12/2/2008,34.7,1.19,1.72
12/3/2008,35.2,1.19,1.72
12/4/2008,38.6,1.22,1.72
12/5/2008,37.2,1.21,1.72
12/6/2008,35.3,1.2,1.72
12/7/2008,33.6,1.18,1.72
12/8/2008,33.3,1.18,1.73
12/9/2008,37.4,1.21,1.79
12/10/2008,36.9,1.21,1.8
12/11/2008,33.9,1.19,1.8
12/12/2008,33,1.18,1.8
12/13/2008,32.1,1.17,1.8
12/14/2008,35.1,1.19,1.8
12/15/2008,32.2,1.16,1.8
12/16/2008,43.9,1.24,1.8
12/17/2008,48.3,1.27,1.8
12/18/2008,44.7,1.25,1.81
12/19/2008,41.8,1.24,1.82
12/20/2008,40.9,1.23,1.82
12/21/2008,43.1,1.24,1.82
12/22/2008,36.4,1.2,1.82
12/23/2008,37.5,1.21,1.82
12/24/2008,36.3,1.2,1.82
12/25/2008,33.4,1.18,1.82
12/26/2008,30.9,1.17,1.83
12/27/2008,31.3,1.17,1.84
12/28/2008,32.5,1.18,1.84
12/29/2008,30,1.16,1.84
12/30/2008,33,1.18,1.84
12/31/2008,36.6,1.22,1.84
1/1/2009,33.3,1.21,1.84
1/2/2009,31.3,1.2,1.84
1/3/2009,30.3,1.19,1.84
1/4/2009,32.6,1.21,1.84
1/5/2009,36.5,1.23,1.84
1/6/2009,34.8,1.22,1.84
1/7/2009,33.5,1.21,1.84
1/8/2009,33.4,1.21,1.84
1/9/2009,34.4,1.22,1.84
1/10/2009,36.5,1.23,1.84
1/11/2009,37.4,1.24,1.84
1/12/2009,36.4,1.23,1.84
1/13/2009,38.9,1.25,1.84
1/14/2009,35.2,1.22,1.84
1/15/2009,34.1,1.22,1.84
1/16/2009,34.6,1.22,1.84
1/17/2009,32.9,1.21,1.84
1/18/2009,33.1,1.21,1.84
1/19/2009,32.3,1.21,1.84
1/20/2009,32.4,1.21,1.84
1/21/2009,32.8,1.21,1.84
1/22/2009,32.5,1.21,1.84
1/23/2009,28.7,1.21,1.84
1/24/2009,24.3,1.21,1.84
1/25/2009,26.5,1.23,1.84
1/26/2009,23.2,1.2,1.84
1/27/2009,26.3,1.23,1.84
1/28/2009,32.2,1.27,1.84
1/29/2009,28.9,1.25,1.84
1/30/2009,28.2,1.24,1.84
1/31/2009,26.8,1.24,1.84
2/1/2009,25.3,1.22,1.84
2/2/2009,25.7,1.23,1.84
2/3/2009,25.1,1.22,1.84
2/4/2009,24,1.21,1.84
2/5/2009,23.5,1.21,1.84
2/6/2009,22.1,1.2,1.84
2/7/2009,22.9,1.2,1.84
2/8/2009,23.5,1.21,1.86
2/9/2009,22.5,1.2,1.96
2/10/2009,23,1.2,1.96
2/11/2009,22.2,1.2,1.96
2/12/2009,22.4,1.2,1.96
2/13/2009,22.3,1.2,1.96
2/14/2009,22.6,1.2,1.96
2/15/2009,23.9,1.21,1.96
2/16/2009,23,1.2,1.96
2/17/2009,21.1,1.19,1.96
2/18/2009,22.3,1.2,1.96
2/19/2009,23.4,1.21,1.96
2/20/2009,28.5,1.24,1.96
2/21/2009,70.9,1.49,1.96
2/22/2009,72.4,1.49,1.96
2/23/2009,71.8,1.49,1.96
2/24/2009,70.2,1.49,1.96
2/25/2009,68.6,1.48,1.96
2/26/2009,65.8,1.47,1.96
2/27/2009,61.3,1.45,1.96
2/28/2009,59.1,1.43,1.96
3/1/2009,68.9,1.45,1.96
3/2/2009,93.4,1.47,1.96
3/3/2009,93.6,1.47,1.96
3/4/2009,91,1.46,1.96
3/5/2009,87.4,1.45,1.96
3/6/2009,85,1.44,1.96
3/7/2009,116,1.54,1.97
3/8/2009,146,1.63,1.97
3/9/2009,143,1.63,1.97
3/10/2009,147,1.64,1.97
3/11/2009,155,1.66,1.97
3/12/2009,148,1.64,1.97
3/13/2009,167,1.69,2
3/14/2009,159,1.67,2.03
3/15/2009,173,1.71,2.03
3/16/2009,118,1.54,2.03
3/17/2009,203,1.79,2.03
3/18/2009,194,1.76,2.03
3/19/2009,142,1.62,2.03
3/20/2009,108,1.52,2.03
3/21/2009,96.4,1.48,2.03
3/22/2009,100,1.51,2.03
3/23/2009,108,1.54,2.03
3/24/2009,174,1.73,2.03
3/25/2009,174,1.73,2.03
3/26/2009,130,1.61,2.03
3/27/2009,198,1.76,2.03
3/28/2009,154,1.68,2.03
3/29/2009,102,1.52,2.03
3/30/2009,138,1.63,2.03
3/31/2009,233,1.87,2.03
4/1/2009,119,1.58,2.03
4/2/2009,125,1.59,2.03
4/3/2009,125,1.59,2.03
4/4/2009,119,1.57,2.05
4/5/2009,182,1.76,2.07
4/6/2009,183,1.76,2.07
4/7/2009,210,1.82,2.07
4/8/2009,206,1.81,2.07
4/9/2009,198,1.8,2.07
4/10/2009,187,1.77,2.07
4/11/2009,189,1.78,2.08
4/12/2009,178,1.74,2.22
4/13/2009,175,1.74,2.39
4/14/2009,212,1.83,2.39
4/15/2009,300,2.01,2.39
4/16/2009,247,1.91,2.39
4/17/2009,212,1.83,2.43
4/18/2009,164,1.71,2.55
4/19/2009,319,2.02,2.64
4/20/2009,363,2.1,2.64
4/21/2009,278,1.96,2.64
4/22/2009,197,1.79,2.64
4/23/2009,278,1.97,2.64
4/24/2009,266,1.95,2.64
4/25/2009,269,1.95,2.64
4/26/2009,258,1.93,2.64
4/27/2009,166,1.7,2.69
4/28/2009,148,1.66,2.69
4/29/2009,222,1.84,2.69
4/30/2009,421,2.13,2.69
5/1/2009,485,2.22,2.71
5/2/2009,376,2.05,2.73
5/3/2009,400,2.09,2.74
5/4/2009,385,2.07,2.77
5/5/2009,510,2.26,2.77
5/6/2009,702,2.51,2.77
5/7/2009,650,2.46,2.77
5/8/2009,547,2.32,2.77
5/9/2009,415,2.12,2.77
5/10/2009,407,2.1,2.77
5/11/2009,435,2.15,2.77
5/12/2009,515,2.27,2.77
5/13/2009,603,2.4,2.77
5/14/2009,667,2.49,2.77
5/15/2009,1000,2.91,2.77
5/16/2009,1360,3.22,2.77
5/17/2009,1890,3.62,2.77
5/18/2009,1720,3.51,2.77
5/19/2009,1800,3.57,2.77
5/20/2009,1490,3.39,2.77
5/21/2009,1670,3.51,2.91
5/22/2009,1640,3.47,3.63
5/23/2009,1240,3.18,3.63
5/24/2009,1400,3.31,3.66
5/25/2009,1530,3.42,3.81
5/26/2009,1440,3.35,4
5/27/2009,1290,3.22,4.05
5/28/2009,1110,3.05,4.05
5/29/2009,1170,3.12,4.05
5/30/2009,1040,3,4.05
5/31/2009,1210,3.15,4.05
6/1/2009,1320,3.25,4.05
6/2/2009,1300,3.23,5.04
6/3/2009,1510,3.39,5.47
6/4/2009,2260,3.91,5.47
6/5/2009,2080,3.82,5.47
6/6/2009,1650,3.57,5.47
6/7/2009,1180,3.22,5.47
6/8/2009,1140,3.19,5.47
6/9/2009,1120,3.17,5.47
6/10/2009,941,2.99,5.47
6/11/2009,795,2.83,5.49
6/12/2009,833,2.87,5.58
6/13/2009,944,2.99,5.58
6/14/2009,1120,3.16,5.59
6/15/2009,998,3.04,5.6
6/16/2009,1120,3.16,5.6
6/17/2009,838,2.88,5.6
6/18/2009,662,2.69,5.6
6/19/2009,829,2.87,5.6
6/20/2009,1020,3.07,5.62
6/21/2009,1190,3.23,5.64
6/22/2009,1260,3.29,5.64
6/23/2009,1170,3.21,5.67
6/24/2009,1120,3.17,5.74
6/25/2009,1240,3.11,5.74
6/26/2009,1370,3.13,5.74
6/27/2009,1390,3.14,5.74
6/28/2009,1640,3.34,5.74
6/29/2009,1870,3.5,5.74
6/30/2009,1660,3.36,5.86
7/1/2009,1650,3.36,5.88
7/2/2009,1640,3.35,5.88
7/3/2009,1450,3.2,5.95
7/4/2009,1400,3.15,6.09
7/5/2009,1540,3.26,6.24
7/6/2009,1380,3.12,6.3
7/7/2009,1150,2.91,6.3
7/8/2009,1060,2.84,6.3
7/9/2009,1270,3.05,6.3
7/10/2009,902,2.7,6.3
7/11/2009,1080,2.88,6.3
7/12/2009,1060,2.87,6.3
7/13/2009,948,2.75,6.3
7/14/2009,780,2.57,6.31
7/15/2009,813,2.6,6.31
7/16/2009,673,2.45,6.31
7/17/2009,638,2.41,6.31
7/18/2009,554,2.3,6.31
7/19/2009,522,2.25,6.31
7/20/2009,470,2.12,6.38
7/21/2009,463,2.08,6.71
7/22/2009,502,2.14,6.89
7/23/2009,893,2.6,6.89
7/24/2009,536,2.19,6.89
7/25/2009,435,2.04,6.9
7/26/2009,344,1.9,7.42
7/27/2009,573,2.21,8.92
7/28/2009,877,2.59,8.96
7/29/2009,1010,2.74,9
7/30/2009,997,2.71,9
7/31/2009,1170,2.88,9.01
8/1/2009,860,2.57,9.05
8/2/2009,532,2.19,9.05
8/3/2009,552,2.22,9.05
8/4/2009,477,2.1,9.05
8/5/2009,477,2.1,9.05
8/6/2009,400,1.98,9.05
8/7/2009,349,1.9,9.05
8/8/2009,382,1.95,9.05
8/9/2009,316,1.85,9.05
8/10/2009,249,1.73,9.05
8/11/2009,202,1.62,9.09
8/12/2009,201,1.62,9.09
8/13/2009,314,1.84,9.09
8/14/2009,313,1.86,9.09
8/15/2009,306,1.85,9.09
8/16/2009,296,1.83,9.09
8/17/2009,313,1.86,9.09
8/18/2009,330,1.88,9.16
8/19/2009,352,1.92,9.38
8/20/2009,383,1.96,9.38
8/21/2009,416,2.02,9.38
8/22/2009,412,2.01,9.38
8/23/2009,369,1.94,9.38
8/24/2009,308,1.85,9.39
8/25/2009,310,1.85,9.41
8/26/2009,273,1.79,9.64
8/27/2009,253,1.75,10.26
8/28/2009,363,1.93,10.26
8/29/2009,308,1.84,10.26
8/30/2009,248,1.74,10.26
8/31/2009,269,1.78,10.27
9/1/2009,408,2,10.3
9/2/2009,322,1.87,10.47
9/3/2009,297,1.83,10.47
9/4/2009,371,1.95,10.47
9/5/2009,229,1.69,10.47
9/6/2009,166,1.54,10.47
9/7/2009,136,1.46,10.47
9/8/2009,119,1.4,10.47
9/9/2009,131,1.46,10.48
9/10/2009,165,1.59,10.48
9/11/2009,164,1.59,10.48
9/12/2009,206,1.69,10.49
9/13/2009,220,1.73,10.49
9/14/2009,141,1.52,10.49
9/15/2009,194,1.66,10.49
9/16/2009,108,1.42,10.49
9/17/2009,136,1.5,10.49
9/18/2009,167,1.58,10.49
9/19/2009,178,1.62,10.49
9/20/2009,116,1.44,10.49
9/21/2009,124,1.47,10.68
9/22/2009,141,1.52,10.91
9/23/2009,142,1.52,10.98
9/24/2009,132,1.49,11
9/25/2009,220,1.72,11.03
9/26/2009,209,1.7,11.05
9/27/2009,170,1.6,11.05
9/28/2009,151,1.55,11.05
9/29/2009,132,1.49,11.05
9/30/2009,104,1.41,11.05
10/1/2009,104,1.41,14.77
10/2/2009,89.4,1.35,11.05
10/3/2009,113,1.43,11.05
10/4/2009,137,1.51,11.05
10/5/2009,85.9,6.34,14.71
10/6/2009,94.6,1.37,11.05
10/7/2009,93.1,1.37,4.63
10/8/2009,108,1.42,0.03
10/9/2009,139,1.51,0.1
10/10/2009,129,1.49,0.1
10/11/2009,127,1.48,0.1
10/12/2009,125,1.47,0.11
10/13/2009,180,1.63,0.16
10/14/2009,237,1.76,0.21
10/15/2009,291,1.87,0.22
10/16/2009,298,1.88,0.22
10/17/2009,245,1.78,0.22
10/18/2009,193,1.67,0.22
10/19/2009,190,1.66,0.22
10/20/2009,188,1.65,0.22
10/21/2009,252,1.79,1.24
10/22/2009,417,2.07,2.29
10/23/2009,575,2.31,2.36
10/24/2009,493,2.19,2.36
10/25/2009,474,2.16,2.53
10/26/2009,497,2.19,2.59
10/27/2009,446,2.11,2.59
10/28/2009,430,2.09,2.68
10/29/2009,428,2.09,2.83
10/30/2009,447,2.12,2.84
10/31/2009,546,2.27,2.84
11/1/2009,643,2.4,2.84
11/2/2009,681,2.44,2.84
11/3/2009,628,2.38,2.84
11/4/2009,551,2.28,2.84
11/5/2009,560,2.29,2.84
11/6/2009,563,2.3,2.84
11/7/2009,577,2.32,2.84
11/8/2009,573,2.31,2.84
11/9/2009,573,2.31,2.84
11/10/2009,563,2.3,2.84
11/11/2009,591,2.34,2.84
11/12/2009,639,2.4,2.84
11/13/2009,651,2.41,2.84
11/14/2009,666,2.42,2.89
11/15/2009,293,1.83,3.09
11/16/2009,154,1.56,3.12
11/17/2009,142,1.52,3.12
11/18/2009,131,1.49,3.13
11/19/2009,97,1.38,3.13
11/20/2009,62.2,1.29,3.13
11/21/2009,53,1.28,3.13
11/22/2009,52.2,1.28,3.13
11/23/2009,52.1,1.28,3.13
11/24/2009,53,1.28,3.13
11/25/2009,53.1,1.28,3.13
11/26/2009,52.3,1.28,3.13
11/27/2009,51.6,1.27,3.13
11/28/2009,51.4,1.27,3.13
11/29/2009,51,1.27,3.13
11/30/2009,51.2,1.27,3.13
12/1/2009,51.1,1.27,3.13
12/2/2009,51,1.27,3.13
12/3/2009,51.1,1.27,3.13
12/4/2009,53.7,1.28,3.13
12/5/2009,95.5,1.43,3.13
12/6/2009,89.4,1.44,3.13
12/7/2009,51.8,1.27,3.13
12/8/2009,38.8,1.2,3.13
12/9/2009,55.7,1.29,3.13
12/10/2009,62.5,1.32,3.13
12/11/2009,48.3,1.26,3.13
12/12/2009,51.2,1.27,3.13
12/13/2009,55.9,1.3,3.13
12/14/2009,57.6,1.31,3.13
12/15/2009,56.3,1.3,3.13
12/16/2009,56,1.3,3.13
12/17/2009,54.3,1.29,3.13
12/18/2009,53.1,1.28,3.13
12/19/2009,53.6,1.28,3.13
12/20/2009,53.3,1.28,3.13
12/21/2009,51.8,1.27,3.13
12/22/2009,52.2,1.28,3.13
12/23/2009,52.5,1.28,3.15
12/24/2009,53.4,1.28,3.16
12/25/2009,49.3,1.26,3.16
12/26/2009,58.6,1.31,3.16
12/27/2009,57.3,1.3,3.16
12/28/2009,65.3,1.34,3.16
12/29/2009,104,1.49,3.17
12/30/2009,105,1.5,3.17
12/31/2009,73.1,1.38,3.17
1/1/2010,65.9,1.35,3.17
1/2/2010,62,1.33,3.17
1/3/2010,58,1.31,3.17
1/4/2010,54.8,1.29,3.17
1/5/2010,53.7,1.28,3.17
1/6/2010,55.1,1.29,3.17
1/7/2010,44.3,1.27,3.17
1/8/2010,40.9,1.34,3.17
1/9/2010,41.8,1.35,3.17
1/10/2010,44.3,1.36,3.17
1/11/2010,42.1,1.35,3.17
1/12/2010,40.8,1.34,3.17
1/13/2010,39.1,1.33,3.17
1/14/2010,35.8,1.31,3.17
1/15/2010,33.8,1.3,3.17
1/16/2010,34.1,1.3,3.17
1/17/2010,32.6,1.29,3.17
1/18/2010,32.3,1.29,3.17
1/19/2010,32.1,1.28,3.17
1/20/2010,32.2,1.29,3.17
1/21/2010,32.9,1.29,3.17
1/22/2010,30,1.27,3.17
1/23/2010,30.6,1.28,3.17
1/24/2010,30.6,1.27,3.17
1/25/2010,33.3,1.29,3.17
1/26/2010,33.6,1.29,3.17
1/27/2010,33.4,1.29,3.17
1/28/2010,28,1.25,3.17
1/29/2010,33.5,1.29,3.27
1/30/2010,35.5,1.31,3.41
1/31/2010,34.8,1.3,3.41
2/1/2010,32,1.28,3.41
2/2/2010,31.9,1.28,3.41
2/3/2010,33.4,1.29,3.48
2/4/2010,35.5,1.31,3.82
2/5/2010,34.5,1.3,3.83
2/6/2010,34.2,1.3,3.83
2/7/2010,34.4,1.3,3.84
2/8/2010,35.4,1.31,3.9
2/9/2010,34.6,1.3,3.94
2/10/2010,41.8,1.35,3.94
2/11/2010,36.7,1.31,3.94
2/12/2010,35.1,1.3,3.94
2/13/2010,34.1,1.3,3.94
2/14/2010,32.9,1.29,3.94
2/15/2010,36.9,1.32,3.94
2/16/2010,35,1.3,3.94
2/17/2010,32.2,1.29,3.94
2/18/2010,33,1.29,3.94
2/19/2010,61.9,1.46,3.94
2/20/2010,63.6,1.47,3.94
2/21/2010,63.9,1.47,3.94
2/22/2010,61.9,1.46,3.95
2/23/2010,60.4,1.45,3.96
2/24/2010,56.9,1.43,3.96
2/25/2010,52.7,1.41,3.96
2/26/2010,50.4,1.39,3.96
2/27/2010,51.3,1.39,3.96
2/28/2010,50.5,1.4,4
3/1/2010,54,1.42,4.19
3/2/2010,50,1.39,4.21
3/3/2010,49.4,1.39,4.21
3/4/2010,51.3,1.38,4.21
3/5/2010,49.4,1.37,4.21
3/6/2010,48.8,1.37,4.21
3/7/2010,47.4,1.36,4.21
3/8/2010,52.2,1.39,4.62
3/9/2010,48.8,1.37,4.79
3/10/2010,44.4,1.34,4.79
3/11/2010,52.2,1.38,4.79
3/12/2010,175,1.82,4.79
3/13/2010,191,1.86,4.79
3/14/2010,170,1.8,4.79
3/15/2010,138,1.71,4.79
3/16/2010,98.5,1.58,4.79
3/17/2010,204,1.89,4.79
3/18/2010,231,1.95,4.79
3/19/2010,213,1.91,4.82
3/20/2010,204,1.89,4.84
3/21/2010,218,1.92,4.84
3/22/2010,257,2.01,4.84
3/23/2010,249,1.99,4.84
3/24/2010,248,1.99,4.93
3/25/2010,168,1.79,4.95
3/26/2010,115,1.63,4.95
3/27/2010,259,1.98,4.97
3/28/2010,279,2.02,4.97
3/29/2010,391,2.2,4.97
3/30/2010,416,2.24,4.97
3/31/2010,405,2.22,4.97
4/1/2010,415,2.24,4.97
4/2/2010,519,2.39,4.98
4/3/2010,679,2.61,4.98
4/4/2010,594,2.5,4.98
4/5/2010,533,2.42,4.98
4/6/2010,561,2.46,4.98
4/7/2010,518,2.4,4.98
4/8/2010,499,2.37,4.98
4/9/2010,455,2.3,4.98
4/10/2010,361,2.15,4.98
4/11/2010,280,2.02,4.98
4/12/2010,221,1.9,4.98
4/13/2010,218,1.89,4.98
4/14/2010,359,2.15,4.98
4/15/2010,NA,NA,NA
4/16/2010,1230,3.16,0.04
4/17/2010,718,2.63,0.01
4/18/2010,663,2.59,0.01
4/19/2010,652,2.58,0.01
4/20/2010,739,2.67,0.01
4/21/2010,696,2.63,0.02
4/22/2010,667,2.59,0.07
4/23/2010,725,2.66,0.12
4/24/2010,765,2.7,0.16
4/25/2010,758,2.69,0.16
4/26/2010,845,2.78,0.32
4/27/2010,1110,2.9,0.34
4/28/2010,1140,2.85,0.34
4/29/2010,1080,2.79,0.34
4/30/2010,995,2.71,0.34
5/1/2010,978,2.69,0.34
5/2/2010,1230,2.92,0.34
5/3/2010,1380,3.04,0.34
5/4/2010,899,2.61,0.34
5/5/2010,801,2.5,0.34
5/6/2010,668,2.36,0.34
5/7/2010,570,2.24,0.34
5/8/2010,513,2.15,0.34
5/9/2010,586,2.25,0.34
5/10/2010,608,2.27,0.34
5/11/2010,387,1.95,0.34
5/12/2010,323,1.85,0.34
5/13/2010,326,1.86,0.34
5/14/2010,438,2.03,0.39
5/15/2010,519,2.16,0.61
5/16/2010,517,2.15,0.61
5/17/2010,661,2.35,0.61
5/18/2010,791,2.49,0.83
5/19/2010,824,2.53,1.71
5/20/2010,729,2.42,1.76
5/21/2010,819,2.52,1.76
5/22/2010,810,2.51,1.76
5/23/2010,787,2.49,1.76
5/24/2010,696,2.35,1.76
5/25/2010,891,2.54,1.76
5/26/2010,1310,2.93,1.76
5/27/2010,1530,3.11,1.76
5/28/2010,1420,3.02,1.76
5/29/2010,1170,2.82,1.76
5/30/2010,1200,2.83,1.76
5/31/2010,1760,3.28,1.76
6/1/2010,1940,3.4,1.76
6/2/2010,1860,3.34,1.76
6/3/2010,1600,3.17,1.76
6/4/2010,1210,2.99,1.76
6/5/2010,1050,2.96,1.76
6/6/2010,1360,3.23,1.76
6/7/2010,1410,3.27,1.76
6/8/2010,2120,3.76,1.76
6/9/2010,2770,4.14,1.76
6/10/2010,3080,4.39,1.76
6/11/2010,1960,3.89,1.8
6/12/2010,1760,3.76,1.93
6/13/2010,1860,3.83,2.07
6/14/2010,1620,3.67,2.32
6/15/2010,1570,3.63,2.99
6/16/2010,1440,3.53,3.04
6/17/2010,967,3.1,3.14
6/18/2010,982,3.12,3.14
6/19/2010,787,2.92,3.14
